"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",11086.72,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",11551.09,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4712.72,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",5392.67,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6637.572,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8132.722,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8446.502,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8833.596,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9271.527,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9448.139,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9658.92,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9769.05,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10041.78,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",10253.49,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",10131.12,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",10661.02,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7422.598,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8469.35,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8889.892,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9125.052,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9199.644,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9312.157,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9778.401,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9918.341,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9960.083,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",10377.93,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",10814.82,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",11201.06,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7071.001,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8091.561,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9217.828,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9631.849,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9838.722,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10318.44,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10798.59,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10898.88,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",11553.59,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",12125.5,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",12774.27,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1910.36,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",2338.684,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",4451.86,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",4642.304,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",5551.658,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",5983.583,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",7033.567,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6696.466,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",7152.703,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6392.408,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",8961.454,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",10089.01,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9761.579,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8804.503,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9216.051,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9240.67,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9757.443,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10599.18,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11227.67,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",11862.4,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",13252.75,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",14592.98,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2945.266,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",3993.027,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6481.02,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9749.852,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9848.424,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10071.3,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9433.813,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9169.629,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8507.817,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",8888.034,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9179.16,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",9921.229,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5570.344,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6411.559,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7102.731,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8545.123,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8491.07,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8169.346,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",7993.234,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8609.139,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8839.537,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",8727.423,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9045.023,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",8901.49,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9986.714,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",11202.35,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7470.996,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8882.478,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9169.952,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9563.775,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9801.81,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10099.82,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",9866.487,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9988.776,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",10185.22,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11203.69,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",11812.96,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",12690.72,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",13794.38,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",19943.16,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",18758.42,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",20938.65,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",20705.83,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",20225.89,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",21147.53,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",23376.15,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1118.81,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",1424.23,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",2006.541,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",2284.03,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",2417.777,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",2543.715,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",2742.614,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",2826.37,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",2925.221,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",3032.514,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",3074.79,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",3148.834,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",2789.164,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",2917.523,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4278.161,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",5861.185,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7760.141,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",9155.87,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9772.643,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9898.015,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10061.99,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10338.14,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10994.54,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10674.4,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11022.86,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",11327.21,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",11875.54,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",12657.86,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8360.135,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8769.776,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9064.102,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9175.882,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",9676.246,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",10092.91,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",9934.222,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",6365.221,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",7808.823,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",9793.355,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",11860.63,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",12644.83,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",12943.11,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",13101.63,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",13507.57,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",14396.21,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",14194.04,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",14065.5,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",14043.29,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",15109.95,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",15971.71,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1335.669,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",2049.408,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",3180.593,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",4555.843,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",4935.629,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5584.191,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",5804.509,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",6361.714,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",6608.105,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6824.03,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6786.444,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",7028.922,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",7572.844,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",8344.043,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2902.44,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",4351.114,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",5620.476,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",5985.167,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",6819.272,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8232.321,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9513.566,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9411.203,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8575.192,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",9107.508,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9823.282,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",10012.51,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1352.131,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",1652.34,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",2769.514,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",3994.58,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",4763.188,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5281.611,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",5125.74,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",5381.681,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",5928.597,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6368.749,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6763.243,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",6432.671,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6533.032,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",7025.169,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",3506.038,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",4667.44,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6328.586,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8386.993,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8635.372,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8369.845,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",8271.763,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",7962.691,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",7753.096,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",7814.178,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8227.535,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",8766.367,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9154.796,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",9336.148,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5795.09,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6638.423,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7672.226,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",9551.504,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9747.809,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",10104.77,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10518.84,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10987.57,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11432.69,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",11372.15,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11581.83,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",12224.95,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",12626.14,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",13144.21,
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",16862.34,
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",6481.914,
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6256.05,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",3048.306,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",3484.094,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",3833.522,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",4281.621,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",4574.503,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",5097.632,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",4558.181,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",4706.987,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7697.533,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8431.882,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8917.375,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9430.425,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9628.766,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9966.512,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11486.58,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",11874.9,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11106.12,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",11222.48,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",11555.42,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",12245.16,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5970.546,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",7750.03,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",9775.11,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",11561.52,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",11811.29,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",11809.05,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",11718.25,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",11731.04,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11868.42,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",12162.83,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",12594.73,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",13022.28,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",13511.18,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",14008.98,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1022.472,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",1857.81,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",2140.164,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",2966.059,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",3204.4,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",3279.102,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",3701.512,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",4534.24,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",4375.73,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",4166.666,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",4261.283,
